text,century,city,year
пришлите ми · паробоко борана · или ꙋдꙋ · мнѣ сѧ не можетсѧ · а лодку даи павлꙋ · соболецеву · изо нама,XV_1,novgorod,1405
поклонъ · ѿ маринѣ · къ сн҃у · к моѥму григорью купи ми · зѣндѧнцю · добр·у · а кунꙑ ꙗзъ · дала · дв҃ду · прибꙑшѣ · и тꙑ чадо · издѣи · при собѣ · да привези · сѣмо ·,XV_1,novgorod,1405
сино · мики·тино · лашене · стинково,XV_1,novgorod,1405
исако,XV_1,novgorod,1405
В первом столбце … чаємъ … дв҃о · всѧка · слава · тобѣ · лѣпо · дв҃о · пѣс · всѧка · дх҃внаѧ · то[бѣ] (·) [лѣ]по (·) … Во втором столбце … щимъ · и грѣховъ · избавлѧющес · тѧ величаємъ · сущую · мт҃рь · сн҃а · би҃ѧ · … В третьем столбце … млть · пребгатую · и долговъ · избавлѧєши · … В четвертом столбце … чеше · свер… достоино · сдѣваємъ · …,XIV_2,novgorod,1390
цолобитьѥ ѿ ѥсифа брату своѥму фомѣ цо бъ ѥси прислаль восъку да мъла да ꙩвьцини добро {сошьѥ} по шубѣ сошьѥмъ а п[уху] (зд)‐ (ѣсѣ доб)у[д]емъ да переслъшиваи ѻ таньи цо бъ не блодила цого зрѧ только поцьне продавать тобѣ и тъ у ѥи купи а юблу п[рова]дил[е] (ѥсмь) ------ь а па(къ творѧ)‐ ть виновату а иноѥ все добро здорово здѣсе,XV_1,novgorod,1415
у вигарѧ :к҃: локото хѣри безо локти у валита в кюлолакши :ӏ҃:д҃: локти хѣри у ваиваса у ваѧкшина :ӏ҃в҃: локти водмолу и поло третиѧ нацате локти хѣри у мѣлита в куролѣ :д҃: локти хѣри,XIV_2,novgorod,1370
цто бꙑло в пудоги празда ту празку сѣргиѣ взѧле изо оѧтѣ закрою с проста  ѧ бꙑле о русалеѧхо в пудогѣ а цто про сѧмозерци хедꙑле есемо не платѧце а платѧце в томо цто про межи рѧду нѣту а нꙑне сѧмезерци в городѣ говорѣ с нѣми саме а ѧс ти осподине буду а ѧ борзо буду а нине есеме к тобѣ рибоко послале а во шуѣ ни лидиѣ ни ловоу,XIV_2,novgorod,1370
… [ꙋ] ца[с]лава [ꙋ кꙋ]пре[ѧ]ница дви сер[ь]бра ꙋ лебека т[рои] н(ами)…,XIV_1,novgorod,1330
поклоно ѿ григории к ос(подину мо)‐ ѥмо ко смену послало [ѥ](смс) --‐ аномо со своимо су[к]ладн(икомо) кипу непрѣ :ѳ҃: сото и :г҃ в------ вѣревки узкои а то далѣ [ӏз] (оди)н(о)‐ го нацате рублѧ а (тꙑ о)[с]подине прод[а](и) при собѣ (а с)еребро к собѣ возми,XIV_2,novgorod,1370
приказо ѿ григориѣ ко домонѣ и ко репеху нарѧжѧ истебку и клете а недана пошли во лугу ко илину дн҃и,XIV_2,novgorod,1370
целобѣтьѥ ѿ иѥва къ василью игнатьву цо ѥси посла дѣтину да сѣдла да вꙑжлѧ по тому ѻпознавъ да ѻтадбѣли а цо бꙑло живота твоѥго и моѥго то все взѧли а самого смертью казнили а нонеце ѻсподин пецалесь дѣтьмѣ моими,XIV_2,novgorod,1390
се доконьцѧху мꙑсловѣ дѣтѣ труфане з братьею давати оусповъ ·ꙅ҃· коробеи ржи да коробьѧ пшеници ·г· солоду · дару ·г· кунници · да пудъ меду · дѣтемъ · по бѣлки ·п· горсти лену · боранъ оу новину,XIV_2,novgorod,1370
… [н]а суд[ъ] · ӏ не ста филипець … (пос)лахомъ грамоту бесудну‐ (ю) … (в)олод[ѣт]и [ӏ]мъ пожнею по …,XIV_1,novgorod,1310
се азо рабо бж҃и селивьстро · напсахъ · роукописаниѥ · оу лоунька полтина оу захарьи · полтина · оу алюѥвиць · полтина · оу коузмиць · оу ѻнисимова ·в҃· грв҃нѣ · оу смена · оу ѧколѧ · двои чепи · въ ·в҃· рꙋблѧ · съ хт҃мь · брони · во ·в҃· серебра · оу кюрика · оу тюлпина · семь десѧто грв҃нъ · оу бориска · полоутора · роублѧ [и] оу петрѧица · бꙋмажнико · и корова · пороуцьнаѧ · оу селилѣ ·ӏ҃· грв҃нъ · оу слинька · шапка · въ ·г҃ӏ· грв҃нѣ · оу иваниса · ѧпкꙑто · оу федореца ·в҃· грв҃нѣ · оу [се]‐ лекоуѥвица ·г҃· грв҃нѣ · оу григорьи · оу роготина ·в҃· роублѧ (и ·-·) грв҃нѣ,XIV_1,novgorod,1310
ѿ аврама покланѧние ко в[ѧ]цькоу …,XIII_2,novgorod,1270
господинꙋ · сьменꙋ · марко целомо · бьѥть · ꙋпомни · цто · ѥсмь · платилъ · серебро · перьдо [· тобою ·] д[ав]ꙑд[ꙋ] а тогдꙑ ꙋлицанѣ · поминалѣ · …,XIV_1,novgorod,1330
+ оу сидора · оу тадоуѧ · оу ладопги · положиле гри·{и}шка · с костою а во тоболахо а гришки кожюхе · свита сороцица · шѧпка · а костина свита · сороцица · а тоболи костини · а сапоги костини · а дроуги:и : гришки·‐ ни : а цто сѧ подите на мовозери присл{л}авъши възмете,XIII_2,novgorod,1290
· ѿ есифа · к ънфиму · чтъ пришле ѿ маркь к тобѣ людии ѡ̈лькса · или къ жене мъѥи · ѿвѣцаи ѥму · такъ · какъ ѥси дъкънчалъ марке съ мнъю · мнѣ вꙑѥхати на петръво дн҃е · к тобѣ и росмътрити сьла своѥгъ · тъбѣ ръже свъѧ снѧти а мнѣ накладꙑ твоѥ дати · а истина дана · а четъ · ѡмьшѣ пришлю · и вꙑ имъ къне мъи голубꙑи даите съ людми дате съхѣ не кладе · а не възме и вꙑ · во стадъ пустите педъ людми · пусти на немъ тѧжѧ а не на мнѣ · а ѧзо сѧ саме с нимо [ꙋ]ведаю ·,XIV_1,novgorod,1310
:е҃: заволочкое,XIII_2,novgorod,1270
приказъ · косарикꙋ · ѿ есиѳа · възми · ꙋ тимоѳѣѧ ·н҃· сиговъ · [ѡ] ·г҃· рꙋблѧ а роко · на роство ·,XIV_1,novgorod,1330
…о всимо с…,XIV_1,novgorod,1330
поклоно ѿ давꙑда къ матѳию кꙋме не и[з]м[о]т[ча](въ) … …,XIV_1,novgorod,1330
поклоно ѿ подвоискаго ко ѳилипу нь пожали г(ос)подине про сигꙑ ѣще сигово нету а поцта тобь буде гъже а ѧзо тобе кланѧюсѧ,XIII_1,novgorod,1230
поклно ѿ иева ко прокопѥ го҃спод(ине) … ѿказале тоби ꙋ мене ·ӏ҃· гривено с(еребра) … не заимаѥ ѧзъ како бо҃ дасте … ꙋвидаюсѧ,XIII_2,novgorod,1290
… да домажи[р]ова ·ӏ·ь же[р](ебьевъ) …,XIII_2,novgorod,1290
… возо[у и]л[и п]о[уст]иши [п](е)родо собоѫ во ----о не [о]станеть ти сѧ ни моуже -------------[л]ъса се см[ь] и побѣгли (…),XII_2,novgorod,1190
 ви… …  до[м]…,XIII_1,novgorod,1230
(покланѧн)ие ѿ афанаса къ гъспъ(диноу) … …[в]ꙑхъ ко тобь а при[ш]ь-- …,XII_2,novgorod,1190
крини лосиноу ꙋ ѳодора оу ꙋроке в[о] … а живе во славне сокоуи же,XII_2,novgorod,1190
воспросилѣ правищикѣ ꙩманта ростѧгалесь фипе с ꙑваномъ стоикомъ виделе ѥсмь и цюле промежи филипомъ иваномъ дале филипе стоику ·г҃· рублѣ серебромъ и з҃ гривенъ кунъ и конь а увѣдаѥтсѧ стоике в вири и с посадникомъ и с сочкꙑми а то сѧ диꙗлось седнѣ во велики дн҃ь а то диꙗлось на погостѣ на торгѣ,XV_1,novgorod,1425
+ ѿ полоцька къ --------[а]к---(-) [п]оѧле дѣвъкꙋ оу домаслава на мнѣ ти дом[асл]аве възѧле :в҃ӏ: грв҃нѣ : а присли :в҃ӏ: грв҃нѣ или не прислеши а мнѣ ти стати [о](у кнѧ)‐ зѧ и ꙋ влд҃кѣ а больши ти протерѧ гоши(ти) (…),XII_2,novgorod,1170
отъ завида къ мън къ женѣ и къ дѣтьмъ а женоу ти били не измоучили чего же между строк къ лоукѣ иди,XII_2,novgorod,1150
гн҃у михаилу юрьѥвичю биютъ челомъ хрс҃тѧне черенщани чо ѥси гн҃е велѣлъ намъ перест(а)вливати дворъ и ключникъ намъ гн҃е велитъ пер(е)[с]та‐ (вливати) … …и гн҃е ли--вꙑ … не оупра‐ …,XV_1,novgorod,1415
…ну п[е]тровицъ,XII_2,novgorod,1150
+ ѿ клишь ко цюди[н]оу и ко жен[е] …,XII_2,novgorod,1170
ѿ василѧ къ ростих[ѫ] продаите половъи конь а ризьи кърините въ [х]лѣвъ а бѫ{ръ}ръи напишите нарѧдите же мѫжь въложите же :д҃: рзнѣ,XII_2,novgorod,1150
перха г҃ кад ржи наумь г҃ ржи ѻгафаноко кад ржи грига в҃ кад ржи · кулба кад ржи филимонь г҃ кад ржи ѻфромѣѥць кад ржи васке в҃ кад ржи у ѻбакунцѧ в҃ кад ржи у максимцѧ в҃ кад ржи шестьники е҃ кад ржи у ѻкиша в҃ кад ржи у тораха ·г҃· кад ржи исакь поль г҃ третьи ржи у съсьѧ в҃ ржи у токарѧ в҃ ржи у микитци кад ржи у доманта г҃ ржи у ѻвсѧника кад ржи у понарьи поль треть ржи у юрка в҃  у чупровꙑхь е҃ ржи На нижней кромке листа кверху ногами: перхи в,XV_1,novgorod,1415
на ргигорьи ·е· коробѣ ꙩвса да коробьѧ жита на минѣ ·в· гривни на машкѣ ·в· гривни на терехѣ и на лоутьѧнѣ роубль и на ихъ вноучате на микифорѣ на григорь д· гривни на ѻнане на [п]елемчѧхъ полтин на меш‐ (кѣ - к)[оро]бѣ ржи,XV_1,novgorod,1425
покланѧн(ие ѿ) дьмиѧна ко д----е парꙋ дова [ти]----- а тꙑ прода[е] коне колико ти водадѧ а чето потерѧеш[и] а то помени а кꙋзеке соци абꙑ не истьрѧле кꙋно · лихе есте,XII_2,novgorod,1190
(ѿ) …жимира гра[м](ота) … … (ко)невꙑхъ коу(н)… …ти коунѣ въ…,XII_1,novgorod,1130
ѿ миха(л)ѧ ко стьпаноу гюрег[и ти д]ошьле сто(ров)е а поутила пришьле а товаро продале а б[о]…,XII_2,novgorod,1190
… доити до ва… …[ш]ь · чл҃вкъ · бош… …асо · аже ѡгн҃(е) …,XV_1,novgorod,1405
чолобитьѥ · ѿ мелника · из лостьици · к юрью · к оньцифорову · чо би · господине попецелилесѧ · зоронами · а ннь · посли · свои · чоловекъ ·,XIV_2,novgorod,1390
… [о]у дъмитра пълъ :а҃:ї҃: гривень оу радъка :[в҃](: г)р(и)[в](ен)[е] … …[ъка] [грв҃]н[а] а по нъгат[е] (н)[а] …,XII_2,novgorod,1150
василевѣ · софонтѣѥва · ѻ̈нтане · послале · ѻвдокиму · два клеща · да · щука · с василевꙑ · рꙑбꙑ · клещь послале · клещь стопане · цетвортꙑ ·,XV_1,novgorod,1405
(ѿ … къ …)[и]рꙋ кꙋнѣ ѥсем- … … (по)имаю въ дрꙋ(г)ꙋю трьть …[ж]ѣи на тѧ,XII_2,novgorod,1170
… лаз[ить] занодо какъ виꙗли п…,XIV_2,novgorod,1370
…иѧ · ѿ …дисвѣ …-вꙑ·ѣ·,XIV_2,novgorod,1370
поклонъ ѿ панфил к мар-- и ко попу купите маслеца древѧного да пришлите симъ,XV_1,novgorod,1405
…‐ дье ольнина моѧ,XII_2,novgorod,1170
… неделе а тобе сѧ кланѧю,XII_2,novgorod,1150
… по полоу ц[етѣ рѣзн](ѣ) [д](а поу)‐ стисѧ в бъръзѣ домови,XII_2,novgorod,1150
поконо ѿ маскима ко попу даи ключи ѳоми а тꙑ поши григорию ѡнеѳимова что б(у)[д](е на)‐ доби ---ат--------‐ е ѳома,XIV_2,novgorod,1370
поклонъ · ѿ синофонта · ко брату моѥму · ꙩфоносу · буди тоби · сведомо · купиле · ѥсомъ · перво · максима · ѣщерски · уѥздъ · ӏ замолмовсови · ӏ сво:ѥ · сироти · в симовли · а на хвоӏни · а максиме · ӏване · широки · ту же бꙑле ·,XIV_2,novgorod,1390
(коробиѧ) [р](ж)[и у гр]а[ц]ѧ кор(о)[б](иѧ) р[ж]и · у лу‐ … …р[ъ]бѣикина и ·г· бѣлѣ на замкѣ коробиѧ ржи у ко[рб]атъва в[ъ] {ан} а[м]б[а]рѣ ·и· (б)ѣл[ъ] у бобачк[ѣ] полъ ·г҃· бѣл · у скудлѣ ·г҃· куньнич,XIV_2,novgorod,1390
…[ков]иӏ ӏ ѿ дѣтиӏ ѥӏ : к онсиѳорꙋ …,XIV_2,novgorod,1350
грамота ѿ дробьна къ [мѣ]… … (гора)‐ здо вьз[ьми] …,XI_2,novgorod,1062
… (с)воѥму ѡспо[д](ину… бью чело)‐ мо,XIV_2,novgorod,1370
…‐ [въ а] надо мною снъ мои ѡлофереи · с дорофѣѥмъ з дѧдею · слова тв[оѥг](о) …,XIV_2,novgorod,1370
поклоно ѿ стьпана ко смьнку возми · оу · кануниковꙑхо · десѧть лосои · а · другую десѧть возми · оу данилки оу бѣшкова · а да·и · смьну флареву · а · ѧзо тобѣ сѧ кланѧ·ю ·,XIV_2,novgorod,1370
(…) … поѣдите -- сокорѣѧ уѥмли сѣнику и камѣнѣѧ и цто надоби вꙑ вѣдаѥте а поѣдите [д]‐ (о) пожѣного веремѧни,XIV_2,novgorod,1370
…-е коробьи ---… …[ндр]а же василь ж[огине а] тара…,XIV_1,novgorod,1330
(ѿ пос)адника  …,XIV_1,novgorod,1310
…а [тог]о сѧ к[л]ир[о]с…,XIV_1,novgorod,1310
(…) … [а ѧзо тобѣ п]р[и ихо] водамо или велиши ѧзо ѡстафии с[едѣ] [д]амо и[л]и бо[б]р[ꙑ] … (…),XIV_2,novgorod,1370
…‐ бо нь чол[о ѫ] … [ѫ г]ородошо ѫ домаслава ч[оти]ри кон[и] ѫ м[о]лд[и]на [жит]а (…),XIII_1,novgorod,1210
(ѿ о)[л]ексѣѧ ко гаврилѣ реклъ ѥси бꙑлъ во своѥмь селѣ верши всѣ добры и ѧраѧ жита …,XIV_1,novgorod,1310
(…) … [ѥсе]мо милослава [и] оставило ·д҃· кадце пшенице · поже полти ·в҃· и лоньски и нꙑнецнеи · а рожь петровоу повелело ѥсемо измолотиво кривꙋ дати,XIV_1,novgorod,1310
се даѧ иеве · серебро · матѳею · … (де)‐ сѧте сере[бр]а · аже и…,XIII_2,novgorod,1290
ѿ сьмьюна сь возѧло есмь у храрѧ задницю шибьньцьву а боль нь надобѣ никому,XIII_2,novgorod,1270
": а б в г д ¦ е ж ꙅ з и и к л м н о п р с т у ѳ х ѿ ц ч ш щ ъ ꙑ [ь] ѣ ꙋ ю  ѧ ¦ ба ва га да жа за ка ла ма на па ра са та ѳа ха ца ча ша ща бе ве ге де же зе ке ле ме не пе ре се те ѳе хе це че ше ще : Далее на другой полосе бересты: би ви ги ди жи зи ки ли ми ни пи {ир} ри си : поклоно ѿ ‐ нѳима ко данилѣ Кроме того, подпись к рисунку зверя: ѧ звѣре",XIII_2,novgorod,1250
"а б в г д е ж ꙅ з и ӏ к Кроме того, подпись к рисунку всадника, поражающего врага: нѳиме",XIII_2,novgorod,1250
а б : в г : д е : ж ꙅ : з и : ӏ к : л м : н о : п р : с т : у ѳ х ѿ : ц ч : ш щ : ъ ꙑ : ь ѣ : ꙋ ю :  ѧ : ба : ва га : да : жа : за : ка : ла : ма : на : па : ра : са : та : ѳа : ах ца : ча : ша ща :,XIII_2,novgorod,1250
на домитрѣ возѧти доложзикѣ,XIII_2,novgorod,1250
ги помози рабу своѥму онѳиму :,XIII_2,novgorod,1250
ѧко же бе ве ге де же зе ке ле ме не пе ре се те ѳе хе це че ше ще,XIII_2,novgorod,1250
"а б в г д е ж ꙅ з и ӏ к л м н о п р с т у ѳ х отъ ц ч ш щ ъ ꙑ ь ѣ ꙋ ю  ѧ Кроме того, мелкими буквами: он[ѳ]",XIII_2,novgorod,1250
иже во ѕ҃ чс҃а насо ба ва гга да жа за ка а ра са ка ра,XIII_2,novgorod,1250
ѧко со нами бо҃ ꙋслꙑшите до послꙋ ѧкоко же мо личе твоѥ на раба твоѥго бо҃,XIII_2,novgorod,1250
… (при)‐ гвоз[д](и… грѣ)‐ хꙑ н[а](ша) …,XIII_2,novgorod,1250
пгрд,XV_1,novgorod,1415
Подпись к рисунку человека: (п)авле,XIII_2,novgorod,1250
(…) на село во ѥгиѥхо вдало ѥсомо :е: гривено вхого соцклосѧ и ѿ меже дахо сарати погостꙋ :в: гривни возѧти бꙑло … (…),XIII_2,novgorod,1250
про местѧткꙋ памѧть на радослава како ѿказало бꙑло на местѧтке ·з҃· гривено про женьню татбꙋ бꙋди с то сꙋднеѥ кꙋне а само пощипало в ꙑномо сꙋде за то цетвертои жеребеи,XIII_2,novgorod,1250
…‐ лнаѧ же по :ӏ: резоно намо ¦ ꙋ марка ꙋ половниика :г: гривне по :ӏ: резано и полоте дарꙋ и поцте ꙋ дома(с)[л]ава :в: гривне ꙋ поповицѧ по :ӏ: резано (…),XIII_2,novgorod,1250
+ ꙋ ѡси[па ·в҃] · гривне · на тꙋске по ·ӏ҃· и полоть поцтꙑ ⁞ ꙋ воилꙑ ·ꙅ҃· гривенъ · по ·[е҃]· бело и полоть почтꙑ и четвереть пшенице · а лоньскꙑхо намо недоплатило ·и҃· ногато ⁞ ꙋ манꙋиле ꙋ кꙋма поло цетве[р](ти) - - - - - - - - - ѿ жюпанка перешло по семнице наме кроме поцте ⁞ ꙋ некраса гривна ꙋ [д]ми[т](ра) … (…),XIII_2,novgorod,1250
оу ивана въ земль девѧть гривень възми полъ ч{в}ьтвьрть гривьии овеса пѧть на десѧ дежекъ овьса оу боуѧкъва брата дови гривене пѧтъ кнъ ⁞ оу данешиници за три гривене възимить верьшью на низъ сѧси оу ѧръшъвиц на доувоу бьрькъвьскоу дове гривене и десѧть кнъ оу тоушоуевиви гривена на съли и дови ногаи на чьрьвьѧхъ сьм,XIII_1,novgorod,1210
ꙋ попа на церменце ·в҃· горошка масла ·:· а ꙋ нездꙑле ꙋ старосте поло деже пшенице · а ꙋ кюриле горохꙋ цетвертина · ꙋ свгто же петра а тꙋ приказахо нездꙑле же · а ꙋ манꙋиле поло деже рожи тꙋ же,XIII_2,novgorod,1250
… [грн]е оу оливоринѧ воземи … серебра а онанею посли с[е]моу со [прост]а н[е посли] …,XIII_2,novgorod,1250
·:· ѿ матьѧ къ гюргю : топьрьво есмо пришль тога д[ьлѧ] н[ь шль] оусрѧцю тѧ н[ь -----(-)сь(-)------ко] пьси · ожь ли право запираютьс(ѧ) а ѧ даю кнѧжю дьцьскамоу гривноу сьрьбра · едоу с нимо · ожь мѧ татьмо поставили · оужь ти нь бьжѧли колобѧгь оу тьбь жрьбье скоть по людьмо · ни тоу тобь тощины вькшь одоное,XIII_1,novgorod,1210
Наибольший из фрагментов таков: …рька[хъ]ть ⁞ оу ивана шесть … …ъсъскоули ⁞ оу съвъкъѧ … … (п)олъ съръцька ⁞ оу са… …са осьмь бьлъ ⁞ (…) … бьлъ ⁞ На другом фрагменте сохранилась одна целая запись: …ъ оу дьснива чьтъ[р]и бьли От остальных записей этого фрагмента и от всех записей еще одного фрагмента сохранились лишь ничтожные остатки: …рьльсев… оу ли… оу ли… …в[ъ]съд… …[гъ]цева ⁞ оу съ… оу сам… …дьса…,XIII_1,novgorod,1210
… [ѫ] олемова [з](ѧти) … … [ѫ р](а)дом[и](р)а дове : ѫ стан[ѧте] …,XIII_1,novgorod,1230
ѿ тороцина ко гю[р](егю) оу михалѧ ѿберан(а по)‐ ловина беле са-- добра же мехе од(ине),XII_2,novgorod,1190
(поклан)[ѧ]ние ко [и](в)анокоу и ко мирошь[к](е ѿ) … (вꙑ моѧ г)осподина : а испꙑтал[ь т]и есьмо к… --- (три р)[а]зꙑ ти есьм[ь] (ходил)- въ полюдие семо м… … …а по паше,XII_2,novgorod,1170
(ѿ … покл)[а]нѧние ко матьри водае семоу :в: гривьне не моги же ми матоко согре‐ (шити … оже ли) оу себе не боуде а и заемоши моги же водати ѿ тога ти нама хоце болого … [т]о ти зем[л]ѧ вода[н]о ти :ꙅ: гр[ив](ьно по)лоуц[и](т)и ти сот(о г)ривьно одиномо ти мь‐ (сте … со дав)ꙑжею сед[ети] а радоковаѧ т- -едае прашѧе [о]-е дьвьри т[и е]ѥ бꙑла землѧ павьлова … …[м]оу со зем(л)е ти хотѧци сѧ не [ц]ьтисѧ пеюци едоуц соудо воземеше доброю женою п[оро]‐ … … (се)[д]ѧци цьсть енюци пеюци едоуци со давꙑжею а торого риневь тамо поценеши тиро‐ (вати … кла)нѧю ти сѧ а се пакꙑ шьдоши воземи десѧть гривьно ногатами оу а‐ … …аз[ок]а н[е]цето ес[о]-‐ …,XII_2,novgorod,1170
оу даброжира полоуторе : оу ѧръшековее дѧвѧте : оу завида [се]м[е] в[е]кош[е] ӏ резана : оу олисеѧ резана : оу горег[ѧ девѧте] (…),XII_2,novgorod,1170
вонон,XIII_2,novgorod,1290
оу [о]ѧвьлъгь по тр[ьтиѧ] (съ)‐ рицека и била,XIII_1,novgorod,1210
+ѡ твьрьдилъ къ да[нил]- …‐ ль есьмъ ньжиль пъпъвь дъвь гривьнь въдаль за та а нꙑнь в[ъд]ае стьпан[оу] (…),XII_2,novgorod,1190
… (в)озьми а ѧзо [среб](р)- … …номо орат·и · и цѧстꙑ… … (по)[де]рнити а оже хоцет- … на обороте: …ца,XII_2,novgorod,1150
ѿ домажира къ нажирꙋ иже то при ветре (поид)[е] в[ъз]ьми ж[е]… (…),XII_2,novgorod,1190
(…) ѫ люта [·ӏ҃·] отъ фолар- [ѿ] мерьтова ѫ люта,XII_2,novgorod,1150
+ отъ сꙋдише : къ нажирꙋ : се жѧдъке пославъ : ѧбетника дова : и пограбила мѧ : въ братни долгь а ѧ [не п]орꙋцене : жѧдкꙋ : а възборони емоу оти не п[осл]е на мѧ опас[а] … едꙋ в… (…),XII_2,novgorod,1170
…ъмоивьп…,XII_2,novgorod,1170
ѿ бъриса къ стани[л]ь и къ жи[рошь се] мьне въ[лоца] въ в[а]ю …,XII_2,novgorod,1170
… несъдицеви полъ пѧтѣ рѣза[нѣ : а] (мъ)нѣ еси въдале дъвѣ коунѣ цьто же за м[ъ](но)[ю] твориши [за] мъною осмь коунъ и гривьна : поиди же въ горо‐ (дъ) [мо]гоу сѧ съ тобою ѧти на водоу,XII_1,novgorod,1110
ѿ жадъка и ѿ степана къ гюргю …,XII_2,novgorod,1170
ѫ (в)[ъ]нѣга со братьею ⁞г⁞ гривьнѣ ⁞ ѫ дражьниць :в: гривьнѣ ⁞ ѫ пьсана гривьна ⁞ ѫ ко‐ [ло]--- (гри)[в]ьна ⁞,XII_2,novgorod,1170
ѿ къснѧтина къ жьданѫ запла[ти] стьпаньцю к[ъ] ро[жеств]ѫ н[е] з[апла]‐ тиши а на отроке [о] д[ъ]во[е] то[го] бѫди,XII_1,novgorod,1110
цолобитьѥ ѿ кощѣꙗ · и ꙩѿтъ половниковъ : у кого : конѣ а тѣ худѣ · а · у нꙑх[ъ] нѣть · какъ · ѻсподине жалуѥшь хрѣстьꙗнъ а · рожь · ѻсподине велишь мнѣ молотить (ка)къ укажешь (…),XV_1,novgorod,1425
поклонъ ѿ сменка ѿ корѣлина пришле гн҃е т кобѣ на село на пꙑтарево цимъ ѥго жалуѥшь и тꙑ ѡспд҃не · прикажи всѧкоѥ слово а ꙗзъ тобѣ своѥму гн҃у цоломъ бѣю,XV_1,novgorod,1425
… з[а](молви)‐ [те] слово · за мене · владꙑцѣ и б҃а дѣлѧ · а цто позвале · ѥсмь ---[и]ж[ин](а) (с)[н҃а] …,XV_1,novgorod,1405
… [соукъ]на моѧ за то[бою] … … (чь)р[ь]мьно : вельми добро ·з҃· [л]ок[ъ](тъ) …,XI_2,novgorod,1087
ѿ жировита къ стоѧнови како тꙑ оу мене и чьстьное дрѣво възъмъ и вевериць ми не присълеши то девѧтое лето а не присълеши ми полоу пѧтꙑ гривьнꙑ а хоцоу ти вꙑроути въ тѧ лоуцьшаго новъгорожѧнина посъли же добръмь,XI_1,novgorod,1037
… … [п]о[клѣ](п)ает[ь] сего :м҃:ми рѣзанами а замъке кѣле а двьри кѣлѣ а господарь въ не тѧжѣ не дѣе а продаи клеветьника того а оу сего смьръда въз[ѧти] еп҃оу - - - - - - - - - - - - - - смьрьди побити клеветьник[а] … (…),XI_1,novgorod,1037
… (с д)ѣтми съ племенемъ луцнов‐ … …[к]ине со братѥю федоре лену‐ … … иѥве · на рицици …ове костке · с дѣтми би‐ … … …ко ѻ[л]ексинъ,XIV_2,novgorod,1390
…‐ ну свою и не ста [н]а (с)[у](дъ) … (гра)‐ мтоту бесудную по среци на тре[тии днь] ѳедорцю на н(его),XIV_2,novgorod,1390
… ---- [снох]у есть у мьнь убилѣ а живото есть у мьнь розграбилѣ лѣзни мѧ въ плищь оборот: ӏ снохою ӏ своӏмъ грабьжъмъ поедъмъ в городъ к[у]н[у п]ок[лад]ъ‐ (ше) (…),XIV_2,novgorod,1370
ѿ маскима ко десѧсцѧнамо дать мелеѧну ·и҃· деже накладо и веши а тꙑ старосто сбери,XIV_2,novgorod,1370
(…) -------- [ст]а ѧече а е[си](ѳ)[у] … ------ [б]орови[ц]ки ·в҃· короби пшеници ·в҃· короби -----оши колачицкии во жи и во пшеници а с ве‐ ----еи пшеници а в[о]скои рожи и во жи-------‐ скини дружини а ко м… мо [д]а[л]е ли есиѳе рубеле у… -------- емли вереше … (…),XIV_2,novgorod,1370
а и в ѧ,XIV_2,novgorod,1350
…‐ ци ѥ[г]о во крошенои тадби во пѧ[т](и) … …‐ ре тадбу свою ·ӏ҃· рублово на григорици и …,XIV_2,novgorod,1370
… а ѧ{к}куну серьбро даи а жебеи воз[е]‐ ми а грамоту · с тобо спишемо · на зими -----[ае]мо · а к намо · гн҃ь · ꙩ всемо --------шли,XIV_2,novgorod,1390
(…) у давꙑда ·ѳ҃· лососи сухꙑхо ·г҃· просолни · у ивана ·з҃· лососии с[ухꙑ](хо) (… …),XIV_2,novgorod,1370
(прик)азо ко ѡстафии [ѿ си]дора возми у григории у тимощина рубль · и ·д҃· лососи · д·а возми · у григориӏ поло рублѧ цто сидору сулиль · у клима возми у щекарова рубль ·ӏ҃· било и ·д҃· лососѣ наклад · у ꙩльксандра у рацлалѧ возми ·н҃· било · у ѻндриꙗ [у ц]ирицина возми поло сорока · у кондра у [в]озгреши возми поло сорока · у попа у михаили возми поло ру[б]лѧ ·ӏ҃· лососѣи · то за иванка поруцнь · у вигали у ѻстафии · възми ·н҃· било,XIV_2,novgorod,1370
…[ѣ]фѣньѥ… [оу] коренѧ (-)[а]…,XIV_2,novgorod,1390
…‐ мошкою ·ӏ҃· к… …,XIV_2,novgorod,1370
(…) …кима … …,XIV_2,novgorod,1370
поклонъ ѿ ꙩкру… … а что землѧ · п… …‐ совѣ а ту землю … …‐ нъкинѣ дѣти · … свою ча даль ми … (ꙩ)‐ сподинь дал…,XIV_2,novgorod,1390
поклоно ѿ ѧкова куму и другу максиму укупи ми кланѧюсѧ ѡвса у ѡндреѧ ѡже прода возми у него грамоту да приш[ли] ми цтениѧ доброго да вести ми прикажи [ѡ]--------- дее во годе ѡже ти ту не буде ѡвса и … (…) … возми со собою,XIV_2,novgorod,1370
ѿ савлиѧ ко максиму како стоѧ пришли конь цему мѧ єси погубиль · въ другꙑ рѧдъ рать ударила подо копорию · а ѧ · безъ другого конѧ животъ пометаль · а иноє розронѧль : а нонѣ пришл[и] … полохе ли буде на ꙩдиномо конѣ · нѣ дома … ни дровна · ни матери послати на цемъ · а … ти … …т[е] а съ мною … (…),XIV_2,novgorod,1370
